Unnamed: 0	document_name	url	date	format	type_doc	unique_id
51	Programma juli 2021 20 jaar Leven met de Aarde	https://pijnacker-nootdorp.notubiz.nl/document/10341329/1#search=%22klimaatadaptatie%22	29-06-2021	document	Ingekomen stukken	pijnacker-nootdorp_10341329
52	Bijlage 1 Portefeuilleverdeling	https://pijnacker-nootdorp.notubiz.nl/document/11616604/1#search=%22klimaatadaptatie%22	20-06-2022	document	Ingekomen stukken	pijnacker-nootdorp_11616604
53	Besluitenlijst raadsessie 39 - beeldvormend 2 december 2021	https://pijnacker-nootdorp.notubiz.nl/document/11201667/1#search=%22klimaatadaptatie%22	17-09-2024	document	Dossiers	pijnacker-nootdorp_11201667
54	Bijlage Waterklimaatplan 2017-2020	https://pijnacker-nootdorp.notubiz.nl/document/5033775/1#search=%22klimaatadaptatie%22	30-03-2017	document	Agendapunt	pijnacker-nootdorp_5033775
55	Bijlage Waterklimaatplan 2017-2020	https://pijnacker-nootdorp.notubiz.nl/document/5027357/1#search=%22klimaatadaptatie%22	16-03-2017	document	Agendapunt	pijnacker-nootdorp_5027357
56	Bijlage Waterklimaatplan 2017-2020	https://pijnacker-nootdorp.notubiz.nl/document/5027037/1#search=%22klimaatadaptatie%22	09-03-2017	document	Agendapunt	pijnacker-nootdorp_5027037
57	bijlage 3 - PlanMER Omgevingsvisie Pijnacker-Nootdorp 8 april 2021 (incl bijlagen factsheets en opmaak) (1384483)	https://pijnacker-nootdorp.notubiz.nl/document/10677055/1#search=%22klimaatadaptatie%22	25-11-2021	document	Agendapunt	pijnacker-nootdorp_10677055
58	Bijlage 2 - PlanMER omgevingsvisie Pijnacker-Nootdorp 2050 met bijlage	https://pijnacker-nootdorp.notubiz.nl/document/10039131/1#search=%22klimaatadaptatie%22	27-05-2021	document	Agendapunt	pijnacker-nootdorp_10039131
59	bijlage 3 - PlanMER Omgevingsvisie Pijnacker-Nootdorp 8 april 2021 (incl bijlagen factsheets en opmaak) (1384483)	https://pijnacker-nootdorp.notubiz.nl/document/10673166/1#search=%22klimaatadaptatie%22	02-11-2021	document	Agendapunt	pijnacker-nootdorp_10673166
60	Raadsvoorstel Wijziging programma Centrumlijn en gevolgen grondexploitatie	https://pijnacker-nootdorp.notubiz.nl/document/10813326/1#search=%22klimaatadaptatie%22	23-12-2021	document	Agendapunt	pijnacker-nootdorp_10813326
