Unnamed: 0	document_name	url	date	format	type_doc	unique_id
0	05 1 Omgevingsdienst IJmond Uitvoeringsprogramma 2018	https://heemstede.notubiz.nl/document/6137215/1#search=%22klimaatadaptatie%22	01-02-2018	document	Agendapunt	heemstede_6137215
1	03 Vaststellen uitvoeringsprogramma 2017-2018 Nota duurzaamheid	https://heemstede.notubiz.nl/document/5679887/1#search=%22klimaatadaptatie%22	28-09-2017	document	Agendapunt	heemstede_5679887
2	03 (A) Vaststellen uitvoeringsprogramma 2017-2018 Nota duurzaamheid	https://heemstede.notubiz.nl/document/5632278/1#search=%22klimaatadaptatie%22	14-09-2017	document	Agendapunt	heemstede_5632278
3	03 (A) Vaststellen Gemeentelijk Rioleringsplan	https://heemstede.notubiz.nl/document/5423583/1#search=%22klimaatadaptatie%22	08-06-2017	document	Agendapunt	heemstede_5423583
4	13 Vaststellen Gemeentelijk Rioleringsplan	https://heemstede.notubiz.nl/document/5458189/1#search=%22klimaatadaptatie%22	29-06-2017	document	Evenement	heemstede_5458189
5	13 Vaststellen Gemeentelijk Rioleringsplan	https://heemstede.notubiz.nl/document/5458295/1#search=%22klimaatadaptatie%22	29-06-2017	document	Agendapunt	heemstede_5458295
6	03 1 Programmabegroting 2018 -digitaal-	https://heemstede.notubiz.nl/document/5805935/1#search=%22klimaatadaptatie%22	02-11-2017	document	Agendapunt	heemstede_5805935
7	04 1 Programmabegroting 2018 -digitaal-	https://heemstede.notubiz.nl/document/5701010/1#search=%22klimaatadaptatie%22	16-10-2017	document	Agendapunt	heemstede_5701010
